nd_seps,double_steps,max_disps,Run 1 MMS,Run 2 MMS,Run 3 MMS,Run 4 MMS,Run 5 MMS,Run 6 MMS,Run 7 MMS,Run 8 MMS,Run 9 MMS,Run 10 MMS,Run 11 MMS,Run 12 MMS,Run 13 MMS,Run 14 MMS,Run 15 MMS,Run 16 MMS,Run 17 MMS,Run 18 MMS,Run 19 MMS,Run 20 MMS,MMS Mean,MMS STD
2.32379000772445,1.0,2.5,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.5555555555555556,0.17288591227011094
2.32379000772445,1.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.5166666666666667,0.22591953462982217
2.32379000772445,1.0,1.5,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.48888888888888893,0.22338875108890427
2.32379000772445,3.0,2.0,0.5555555555555556,0.6,0.4,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.5,0.6666666666666666,0.0,0.42388888888888887,0.17572924267646498
2.32379000772445,2.0,2.5,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.22476614083014754
2.32379000772445,2.0,1.5,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3,0.4094444444444444,0.15443518841379011
2.0,1.0,2.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3833333333333333,0.20224535565901142
2.0,1.0,1.0,0.3,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.37444444444444447,0.18980171589852576
2.0,1.0,2.5,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.2222222222222222,1.0,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.6666666666666666,0.3333333333333333,0.37222222222222223,0.27282127664984723
2.32379000772445,2.0,2.0,0.2,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.3655555555555555,0.18862726980365338
2.32379000772445,1.0,3.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.7777777777777778,0.3611111111111111,0.23047539647881352
2.0,1.0,3.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3611111111111111,0.1566170963841179
2.32379000772445,3.0,2.5,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3555555555555555,0.22396973711843143
0.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.35,0.15826791507905127
1.5,1.0,2.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.34444444444444444,0.16480441082434807
0.0,1.0,1.0,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2,0.2222222222222222,0.3333333333333333,0.7,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.33944444444444444,0.1637552731171861
1.5,1.0,1.5,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.16908575783392935
1.5,1.0,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.3,0.0,0.4444444444444444,0.4444444444444444,0.33166666666666667,0.18040006800279373
2.32379000772445,3.0,3.0,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3277777777777778,0.1819503034635401
2.32379000772445,2.0,3.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3222222222222222,0.12947637836148426
0.0,1.0,1.5,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3222222222222222,0.13440118196206655
2.32379000772445,1.0,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.2,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.32111111111111107,0.1087407991671423
2.0,2.0,3.0,0.2222222222222222,0.1111111111111111,0.8888888888888888,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.31111111111111106,0.1961288778129084
2.0,3.0,2.0,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.30944444444444447,0.15116076755502156
2.0,2.0,2.5,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.20030840419244386
1.5,2.0,2.5,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.3055555555555555,0.13428026319538053
2.0,2.0,1.5,0.1111111111111111,0.7777777777777778,0.3,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.3038888888888889,0.18677089125975257
1.5,3.0,2.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.3,0.14907119849998596
2.0,3.0,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2944444444444444,0.1362020820233611
2.0,3.0,1.5,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2944444444444444,0.14543073081672572
2.32379000772445,3.0,1.5,0.2222222222222222,0.2,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.4,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1,0.3,0.28888888888888886,0.1302269723501448
1.5,1.0,2.5,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.17099639201419237
2.0,3.0,3.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1,0.4444444444444444,0.2772222222222222,0.1471176391194848
2.32379000772445,3.0,1.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3,0.3,0.2,0.1,0.09090909090909091,0.4444444444444444,0.2222222222222222,0.3,0.4,0.3,0.5555555555555556,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.3,0.1111111111111111,0.2690909090909091,0.1453073122159841
2.0,1.0,1.5,0.1111111111111111,0.0,0.1,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.2661111111111111,0.1421305899987238
1.5,3.0,1.0,0.2222222222222222,0.1,0.3333333333333333,0.3,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.3,0.2,0.0,0.6666666666666666,0.3333333333333333,0.18181818181818182,0.4,0.2222222222222222,0.18181818181818182,0.4,0.1111111111111111,0.2222222222222222,0.2587373737373737,0.1560027523870308
